content_id,title,type,genre,platform,country,language,release_year,duration_minutes,rating,votes,weighted_rating,engagement_score,popularity_score,trending_score,tags,combined_features,description,poster_url
C101728,Cyber Night 1728,Series,Comedy,Netflix,South Korea,English,2021,592,7.9,107497,7.86,1060.64,844.93,992.52,"Comedy,Netflix,Series,English","Comedy Netflix Series Cyber Night 1728 is a comedy series on Netflix, featuring intense storytelling and engaging characters.","Cyber Night 1728 is a comedy series on Netflix, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C101758,Shadow Realm 1758,Movie,Thriller,Netflix,USA,Spanish,2019,167,6.2,152660,6.23,424.9,951.07,992.06,"Thriller,Netflix,Movie,Spanish","Thriller Netflix Movie Shadow Realm 1758 is a thriller movie on Netflix, featuring intense storytelling and engaging characters.","Shadow Realm 1758 is a thriller movie on Netflix, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C102289,Shadow Realm 2289,Movie,Thriller,Prime Video,Germany,Spanish,2020,106,7.0,130921,7.0,231.29,916.45,992.0,"Thriller,Prime Video,Movie,Spanish","Thriller Prime Video Movie Shadow Realm 2289 is a thriller movie on Prime Video, featuring intense storytelling and engaging characters.","Shadow Realm 2289 is a thriller movie on Prime Video, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C100996,Dark Horizon 996,Series,Action,Prime Video,South Korea,English,2018,1014,5.3,193213,5.34,3265.3,1031.76,991.01,"Action,Prime Video,Series,English","Action Prime Video Series Dark Horizon 996 is a action series on Prime Video, featuring intense storytelling and engaging characters.","Dark Horizon 996 is a action series on Prime Video, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C101774,Lost Signal 1774,Movie,Fantasy,Hotstar,USA,Korean,2016,111,6.8,129573,6.81,239.71,882.39,990.81,"Fantasy,Hotstar,Movie,Korean","Fantasy Hotstar Movie Lost Signal 1774 is a fantasy movie on Hotstar, featuring intense storytelling and engaging characters.","Lost Signal 1774 is a fantasy movie on Hotstar, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C102295,Neon Streets 2295,Series,Thriller,Prime Video,USA,Hindi,2024,1600,7.3,116699,7.29,3111.97,850.74,988.98,"Thriller,Prime Video,Series,Hindi","Thriller Prime Video Series Neon Streets 2295 is a thriller series on Prime Video, featuring intense storytelling and engaging characters.","Neon Streets 2295 is a thriller series on Prime Video, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C101516,Neon Streets 1516,Movie,Comedy,Prime Video,India,English,2017,99,8.4,131589,8.35,217.12,1098.77,988.97,"Comedy,Prime Video,Movie,English","Comedy Prime Video Movie Neon Streets 1516 is a comedy movie on Prime Video, featuring intense storytelling and engaging characters.","Neon Streets 1516 is a comedy movie on Prime Video, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C100265,Silent Code 265,Movie,Drama,Netflix,India,German,2017,128,7.1,141306,7.1,301.45,1003.27,987.75,"Drama,Netflix,Movie,German","Drama Netflix Movie Silent Code 265 is a drama movie on Netflix, featuring intense storytelling and engaging characters.","Silent Code 265 is a drama movie on Netflix, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C101990,Crimson Truth 1990,Movie,Thriller,Prime Video,India,Korean,2016,146,8.4,141848,8.35,345.16,1184.43,987.36,"Thriller,Prime Video,Movie,Korean","Thriller Prime Video Movie Crimson Truth 1990 is a thriller movie on Prime Video, featuring intense storytelling and engaging characters.","Crimson Truth 1990 is a thriller movie on Prime Video, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C100669,Silent Code 669,Series,Comedy,Hotstar,UK,Korean,2024,1205,8.3,134079,8.25,2692.75,1106.15,986.98,"Comedy,Hotstar,Series,Korean","Comedy Hotstar Series Silent Code 669 is a comedy series on Hotstar, featuring intense storytelling and engaging characters.","Silent Code 669 is a comedy series on Hotstar, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C101587,Dark Horizon 1587,Movie,Crime,Prime Video,USA,English,2021,176,9.1,95721,9.0,280.78,861.49,986.88,"Crime,Prime Video,Movie,English","Crime Prime Video Movie Dark Horizon 1587 is a crime movie on Prime Video, featuring intense storytelling and engaging characters.","Dark Horizon 1587 is a crime movie on Prime Video, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C102147,Cyber Night 2147,Series,Crime,Prime Video,USA,German,2018,1458,8.8,106528,8.72,2588.63,928.92,986.81,"Crime,Prime Video,Series,German","Crime Prime Video Series Cyber Night 2147 is a crime series on Prime Video, featuring intense storytelling and engaging characters.","Cyber Night 2147 is a crime series on Prime Video, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C100963,Echoes of Time 963,Series,Sci-Fi,Prime Video,South Korea,Spanish,2016,1472,6.9,142893,6.9,3505.64,985.96,986.46,"Sci-Fi,Prime Video,Series,Spanish","Sci-Fi Prime Video Series Echoes of Time 963 is a sci-fi series on Prime Video, featuring intense storytelling and engaging characters.","Echoes of Time 963 is a sci-fi series on Prime Video, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C100288,Lost Signal 288,Series,Comedy,Netflix,UK,Spanish,2024,665,8.3,112052,8.24,1241.91,923.31,985.47,"Comedy,Netflix,Series,Spanish","Comedy Netflix Series Lost Signal 288 is a comedy series on Netflix, featuring intense storytelling and engaging characters.","Lost Signal 288 is a comedy series on Netflix, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C101037,Cyber Night 1037,Movie,Sci-Fi,Hotstar,India,Spanish,2018,95,6.0,152225,6.03,241.02,917.92,984.48,"Sci-Fi,Hotstar,Movie,Spanish","Sci-Fi Hotstar Movie Cyber Night 1037 is a sci-fi movie on Hotstar, featuring intense storytelling and engaging characters.","Cyber Night 1037 is a sci-fi movie on Hotstar, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C101384,Silent Code 1384,Movie,Fantasy,Netflix,USA,Korean,2015,154,6.5,184130,6.51,472.6,1198.69,984.43,"Fantasy,Netflix,Movie,Korean","Fantasy Netflix Movie Silent Code 1384 is a fantasy movie on Netflix, featuring intense storytelling and engaging characters.","Silent Code 1384 is a fantasy movie on Netflix, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C101928,Cyber Night 1928,Movie,Sci-Fi,Prime Video,South Korea,Hindi,2019,148,7.9,106824,7.86,263.5,839.64,984.25,"Sci-Fi,Prime Video,Movie,Hindi","Sci-Fi Prime Video Movie Cyber Night 1928 is a sci-fi movie on Prime Video, featuring intense storytelling and engaging characters.","Cyber Night 1928 is a sci-fi movie on Prime Video, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C101027,Crimson Truth 1027,Movie,Drama,Netflix,UK,German,2019,80,6.9,123265,6.9,164.35,850.53,984.19,"Drama,Netflix,Movie,German","Drama Netflix Movie Crimson Truth 1027 is a drama movie on Netflix, featuring intense storytelling and engaging characters.","Crimson Truth 1027 is a drama movie on Netflix, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C101825,Dark Horizon 1825,Series,Action,Hotstar,Germany,Hindi,2018,404,7.4,153821,7.39,1035.73,1136.74,982.73,"Action,Hotstar,Series,Hindi","Action Hotstar Series Dark Horizon 1825 is a action series on Hotstar, featuring intense storytelling and engaging characters.","Dark Horizon 1825 is a action series on Hotstar, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C101440,Lost Signal 1440,Movie,Fantasy,Netflix,Spain,German,2023,151,9.1,91317,8.99,229.81,820.94,982.72,"Fantasy,Netflix,Movie,German","Fantasy Netflix Movie Lost Signal 1440 is a fantasy movie on Netflix, featuring intense storytelling and engaging characters.","Lost Signal 1440 is a fantasy movie on Netflix, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C101853,Dark Horizon 1853,Series,Crime,Hotstar,India,Hindi,2021,1903,6.2,189616,6.22,6013.99,1179.41,982.1,"Crime,Hotstar,Series,Hindi","Crime Hotstar Series Dark Horizon 1853 is a crime series on Hotstar, featuring intense storytelling and engaging characters.","Dark Horizon 1853 is a crime series on Hotstar, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C102058,Broken Empire 2058,Movie,Fantasy,Netflix,USA,Hindi,2016,93,8.6,98073,8.52,152.01,835.58,981.75,"Fantasy,Netflix,Movie,Hindi","Fantasy Netflix Movie Broken Empire 2058 is a fantasy movie on Netflix, featuring intense storytelling and engaging characters.","Broken Empire 2058 is a fantasy movie on Netflix, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C100379,Last Kingdom 379,Series,Comedy,Prime Video,South Korea,German,2017,733,6.5,134696,6.52,1645.54,878.22,981.74,"Comedy,Prime Video,Series,German","Comedy Prime Video Series Last Kingdom 379 is a comedy series on Prime Video, featuring intense storytelling and engaging characters.","Last Kingdom 379 is a comedy series on Prime Video, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C100646,Cyber Night 646,Series,Sci-Fi,Prime Video,India,Korean,2022,1729,6.8,121515,6.81,3501.66,827.52,980.78,"Sci-Fi,Prime Video,Series,Korean","Sci-Fi Prime Video Series Cyber Night 646 is a sci-fi series on Prime Video, featuring intense storytelling and engaging characters.","Cyber Night 646 is a sci-fi series on Prime Video, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C100255,Echoes of Time 255,Movie,Action,Prime Video,UK,Hindi,2024,157,7.6,125086,7.58,327.31,948.15,980.48,"Action,Prime Video,Movie,Hindi","Action Prime Video Movie Echoes of Time 255 is a action movie on Prime Video, featuring intense storytelling and engaging characters.","Echoes of Time 255 is a action movie on Prime Video, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C101996,Lost Signal 1996,Movie,Crime,Hotstar,India,Hindi,2022,110,8.3,140620,8.26,257.8,1161.52,980.22,"Crime,Hotstar,Movie,Hindi","Crime Hotstar Movie Lost Signal 1996 is a crime movie on Hotstar, featuring intense storytelling and engaging characters.","Lost Signal 1996 is a crime movie on Hotstar, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C100329,Last Kingdom 329,Series,Action,Hotstar,India,Spanish,2022,912,7.3,138664,7.29,2107.69,1010.86,979.89,"Action,Hotstar,Series,Spanish","Action Hotstar Series Last Kingdom 329 is a action series on Hotstar, featuring intense storytelling and engaging characters.","Last Kingdom 329 is a action series on Hotstar, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C102059,Cyber Night 2059,Movie,Action,Hotstar,India,German,2019,110,7.3,115573,7.29,211.88,842.53,978.56,"Action,Hotstar,Movie,German","Action Hotstar Movie Cyber Night 2059 is a action movie on Hotstar, featuring intense storytelling and engaging characters.","Cyber Night 2059 is a action movie on Hotstar, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C100345,Silent Code 345,Series,Comedy,Hotstar,Germany,German,2021,1876,6.6,143095,6.61,4474.1,945.86,978.08,"Comedy,Hotstar,Series,German","Comedy Hotstar Series Silent Code 345 is a comedy series on Hotstar, featuring intense storytelling and engaging characters.","Silent Code 345 is a comedy series on Hotstar, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C102121,Silent Code 2121,Movie,Sci-Fi,Hotstar,India,English,2017,115,6.1,154004,6.13,295.17,944.04,977.17,"Sci-Fi,Hotstar,Movie,English","Sci-Fi Hotstar Movie Silent Code 2121 is a sci-fi movie on Hotstar, featuring intense storytelling and engaging characters.","Silent Code 2121 is a sci-fi movie on Hotstar, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C101777,Last Kingdom 1777,Series,Sci-Fi,Hotstar,Spain,Hindi,2019,505,8.3,138956,8.25,1169.55,1146.39,976.84,"Sci-Fi,Hotstar,Series,Hindi","Sci-Fi Hotstar Series Last Kingdom 1777 is a sci-fi series on Hotstar, featuring intense storytelling and engaging characters.","Last Kingdom 1777 is a sci-fi series on Hotstar, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C100297,Echoes of Time 297,Series,Thriller,Prime Video,South Korea,German,2021,368,6.5,164629,6.51,1009.72,1071.73,976.42,"Thriller,Prime Video,Series,German","Thriller Prime Video Series Echoes of Time 297 is a thriller series on Prime Video, featuring intense storytelling and engaging characters.","Echoes of Time 297 is a thriller series on Prime Video, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C102201,Lost Signal 2201,Series,Sci-Fi,Netflix,UK,Spanish,2024,1848,7.0,139698,7.0,4302.7,977.89,976.11,"Sci-Fi,Netflix,Series,Spanish","Sci-Fi Netflix Series Lost Signal 2201 is a sci-fi series on Netflix, featuring intense storytelling and engaging characters.","Lost Signal 2201 is a sci-fi series on Netflix, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C101752,Shadow Realm 1752,Series,Fantasy,Prime Video,South Korea,Spanish,2020,1442,6.6,141460,6.61,3399.76,935.05,974.81,"Fantasy,Prime Video,Series,Spanish","Fantasy Prime Video Series Shadow Realm 1752 is a fantasy series on Prime Video, featuring intense storytelling and engaging characters.","Shadow Realm 1752 is a fantasy series on Prime Video, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C101891,Hidden Pulse 1891,Movie,Action,Netflix,Germany,Hindi,2015,160,8.0,144353,7.97,384.94,1150.49,973.83,"Action,Netflix,Movie,Hindi","Action Netflix Movie Hidden Pulse 1891 is a action movie on Netflix, featuring intense storytelling and engaging characters.","Hidden Pulse 1891 is a action movie on Netflix, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C101877,Fading Light 1877,Movie,Sci-Fi,Netflix,India,English,2019,89,6.1,132532,6.13,196.59,812.42,972.76,"Sci-Fi,Netflix,Movie,English","Sci-Fi Netflix Movie Fading Light 1877 is a sci-fi movie on Netflix, featuring intense storytelling and engaging characters.","Fading Light 1877 is a sci-fi movie on Netflix, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C100444,Crimson Truth 444,Movie,Drama,Prime Video,India,Korean,2023,170,5.9,154307,5.93,437.2,915.04,972.68,"Drama,Prime Video,Movie,Korean","Drama Prime Video Movie Crimson Truth 444 is a drama movie on Prime Video, featuring intense storytelling and engaging characters.","Crimson Truth 444 is a drama movie on Prime Video, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C100326,Dark Horizon 326,Movie,Action,Hotstar,UK,Spanish,2015,84,7.1,156427,7.1,219.0,1110.63,971.96,"Action,Hotstar,Movie,Spanish","Action Hotstar Movie Dark Horizon 326 is a action movie on Hotstar, featuring intense storytelling and engaging characters.","Dark Horizon 326 is a action movie on Hotstar, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C102351,Echoes of Time 2351,Series,Thriller,Prime Video,South Korea,Hindi,2015,1897,6.5,166727,6.51,5271.35,1085.39,971.3,"Thriller,Prime Video,Series,Hindi","Thriller Prime Video Series Echoes of Time 2351 is a thriller series on Prime Video, featuring intense storytelling and engaging characters.","Echoes of Time 2351 is a thriller series on Prime Video, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C100558,Crimson Truth 558,Movie,Drama,Prime Video,India,German,2021,144,8.1,117516,8.06,282.04,947.18,970.89,"Drama,Prime Video,Movie,German","Drama Prime Video Movie Crimson Truth 558 is a drama movie on Prime Video, featuring intense storytelling and engaging characters.","Crimson Truth 558 is a drama movie on Prime Video, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C100230,Shadow Realm 230,Series,Thriller,Hotstar,Germany,Hindi,2018,307,7.5,149923,7.48,767.11,1121.42,970.38,"Thriller,Hotstar,Series,Hindi","Thriller Hotstar Series Shadow Realm 230 is a thriller series on Hotstar, featuring intense storytelling and engaging characters.","Shadow Realm 230 is a thriller series on Hotstar, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C101827,Silent Code 1827,Series,Thriller,Hotstar,India,Hindi,2021,1880,7.4,151620,7.39,4750.76,1120.47,968.89,"Thriller,Hotstar,Series,Hindi","Thriller Hotstar Series Silent Code 1827 is a thriller series on Hotstar, featuring intense storytelling and engaging characters.","Silent Code 1827 is a thriller series on Hotstar, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C100070,Fading Light 70,Series,Sci-Fi,Netflix,South Korea,English,2023,419,6.8,160340,6.81,1119.71,1091.92,968.45,"Sci-Fi,Netflix,Series,English","Sci-Fi Netflix Series Fading Light 70 is a sci-fi series on Netflix, featuring intense storytelling and engaging characters.","Fading Light 70 is a sci-fi series on Netflix, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C100757,Neon Streets 757,Movie,Sci-Fi,Prime Video,Spain,English,2020,95,6.8,127415,6.81,201.74,867.7,967.45,"Sci-Fi,Prime Video,Movie,English","Sci-Fi Prime Video Movie Neon Streets 757 is a sci-fi movie on Prime Video, featuring intense storytelling and engaging characters.","Neon Streets 757 is a sci-fi movie on Prime Video, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C100696,Hidden Pulse 696,Series,Sci-Fi,Hotstar,South Korea,Spanish,2018,489,6.0,149726,6.03,1220.27,902.85,967.04,"Sci-Fi,Hotstar,Series,Spanish","Sci-Fi Hotstar Series Hidden Pulse 696 is a sci-fi series on Hotstar, featuring intense storytelling and engaging characters.","Hidden Pulse 696 is a sci-fi series on Hotstar, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C100245,Broken Empire 245,Movie,Comedy,Hotstar,Germany,Spanish,2019,168,7.2,138500,7.19,387.8,995.82,966.02,"Comedy,Hotstar,Movie,Spanish","Comedy Hotstar Movie Broken Empire 245 is a comedy movie on Hotstar, featuring intense storytelling and engaging characters.","Broken Empire 245 is a comedy movie on Hotstar, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C101446,Neon Streets 1446,Series,Comedy,Netflix,Spain,English,2021,1093,8.1,134666,8.06,2453.17,1085.41,965.76,"Comedy,Netflix,Series,English","Comedy Netflix Series Neon Streets 1446 is a comedy series on Netflix, featuring intense storytelling and engaging characters.","Neon Streets 1446 is a comedy series on Netflix, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C101320,Shadow Realm 1320,Movie,Comedy,Netflix,Germany,German,2015,110,6.0,150431,6.03,275.79,907.1,964.94,"Comedy,Netflix,Movie,German","Comedy Netflix Movie Shadow Realm 1320 is a comedy movie on Netflix, featuring intense storytelling and engaging characters.","Shadow Realm 1320 is a comedy movie on Netflix, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C100226,Silent Code 226,Series,Thriller,Netflix,UK,Hindi,2015,1897,8.0,123629,7.96,3908.74,984.09,964.42,"Thriller,Netflix,Series,Hindi","Thriller Netflix Series Silent Code 226 is a thriller series on Netflix, featuring intense storytelling and engaging characters.","Silent Code 226 is a thriller series on Netflix, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C100043,Echoes of Time 43,Movie,Comedy,Netflix,Germany,English,2017,98,6.4,141290,6.42,230.77,907.08,964.28,"Comedy,Netflix,Movie,English","Comedy Netflix Movie Echoes of Time 43 is a comedy movie on Netflix, featuring intense storytelling and engaging characters.","Echoes of Time 43 is a comedy movie on Netflix, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C102430,Shadow Realm 2430,Movie,Comedy,Hotstar,India,English,2019,111,6.9,135185,6.9,250.09,932.78,964.23,"Comedy,Hotstar,Movie,English","Comedy Hotstar Movie Shadow Realm 2430 is a comedy movie on Hotstar, featuring intense storytelling and engaging characters.","Shadow Realm 2430 is a comedy movie on Hotstar, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C101418,Crimson Truth 1418,Movie,Sci-Fi,Hotstar,India,German,2017,165,7.1,132522,7.1,364.44,940.91,964.17,"Sci-Fi,Hotstar,Movie,German","Sci-Fi Hotstar Movie Crimson Truth 1418 is a sci-fi movie on Hotstar, featuring intense storytelling and engaging characters.","Crimson Truth 1418 is a sci-fi movie on Hotstar, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C101852,Neon Streets 1852,Movie,Drama,Netflix,USA,Hindi,2024,131,9.2,131346,9.12,286.77,1197.88,963.97,"Drama,Netflix,Movie,Hindi","Drama Netflix Movie Neon Streets 1852 is a drama movie on Netflix, featuring intense storytelling and engaging characters.","Neon Streets 1852 is a drama movie on Netflix, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C102369,Crimson Truth 2369,Movie,Drama,Netflix,Germany,Spanish,2022,168,5.8,143341,5.84,401.35,837.11,963.88,"Drama,Netflix,Movie,Spanish","Drama Netflix Movie Crimson Truth 2369 is a drama movie on Netflix, featuring intense storytelling and engaging characters.","Crimson Truth 2369 is a drama movie on Netflix, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C100702,Shadow Realm 702,Series,Drama,Hotstar,UK,Korean,2018,1217,7.0,121075,7.0,2455.8,847.52,962.55,"Drama,Hotstar,Series,Korean","Drama Hotstar Series Shadow Realm 702 is a drama series on Hotstar, featuring intense storytelling and engaging characters.","Shadow Realm 702 is a drama series on Hotstar, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C102441,Dark Horizon 2441,Series,Crime,Hotstar,India,Korean,2018,1611,8.0,121811,7.96,3270.63,969.62,961.48,"Crime,Hotstar,Series,Korean","Crime Hotstar Series Dark Horizon 2441 is a crime series on Hotstar, featuring intense storytelling and engaging characters.","Dark Horizon 2441 is a crime series on Hotstar, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C100303,Last Kingdom 303,Movie,Fantasy,Netflix,South Korea,German,2019,100,7.7,117842,7.67,196.4,903.85,960.69,"Fantasy,Netflix,Movie,German","Fantasy Netflix Movie Last Kingdom 303 is a fantasy movie on Netflix, featuring intense storytelling and engaging characters.","Last Kingdom 303 is a fantasy movie on Netflix, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C101242,Hidden Pulse 1242,Series,Comedy,Hotstar,USA,Hindi,2018,818,7.2,136053,7.19,1854.86,978.22,960.1,"Comedy,Hotstar,Series,Hindi","Comedy Hotstar Series Hidden Pulse 1242 is a comedy series on Hotstar, featuring intense storytelling and engaging characters.","Hidden Pulse 1242 is a comedy series on Hotstar, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C102260,Neon Streets 2260,Movie,Action,Netflix,Germany,English,2018,150,7.5,145374,7.48,363.44,1087.4,959.93,"Action,Netflix,Movie,English","Action Netflix Movie Neon Streets 2260 is a action movie on Netflix, featuring intense storytelling and engaging characters.","Neon Streets 2260 is a action movie on Netflix, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C101796,Lost Signal 1796,Movie,Sci-Fi,Prime Video,USA,German,2016,93,7.9,151545,7.87,234.89,1192.66,959.92,"Sci-Fi,Prime Video,Movie,German","Sci-Fi Prime Video Movie Lost Signal 1796 is a sci-fi movie on Prime Video, featuring intense storytelling and engaging characters.","Lost Signal 1796 is a sci-fi movie on Prime Video, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C102198,Fading Light 2198,Series,Comedy,Netflix,India,Spanish,2018,1108,6.5,149605,6.52,2762.71,975.42,959.49,"Comedy,Netflix,Series,Spanish","Comedy Netflix Series Fading Light 2198 is a comedy series on Netflix, featuring intense storytelling and engaging characters.","Fading Light 2198 is a comedy series on Netflix, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C101445,Cyber Night 1445,Series,Drama,Netflix,South Korea,English,2021,1587,8.2,107107,8.15,2832.98,872.92,959.16,"Drama,Netflix,Series,English","Drama Netflix Series Cyber Night 1445 is a drama series on Netflix, featuring intense storytelling and engaging characters.","Cyber Night 1445 is a drama series on Netflix, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C102063,Broken Empire 2063,Movie,Fantasy,Netflix,South Korea,Korean,2024,96,7.3,119334,7.29,190.93,869.94,958.32,"Fantasy,Netflix,Movie,Korean","Fantasy Netflix Movie Broken Empire 2063 is a fantasy movie on Netflix, featuring intense storytelling and engaging characters.","Broken Empire 2063 is a fantasy movie on Netflix, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C102415,Broken Empire 2415,Movie,Drama,Netflix,Spain,Spanish,2017,81,5.2,170570,5.25,230.27,895.49,958.09,"Drama,Netflix,Movie,Spanish","Drama Netflix Movie Broken Empire 2415 is a drama movie on Netflix, featuring intense storytelling and engaging characters.","Broken Empire 2415 is a drama movie on Netflix, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C100092,Dark Horizon 92,Movie,Crime,Netflix,UK,English,2016,110,8.5,100571,8.43,184.38,847.81,957.93,"Crime,Netflix,Movie,English","Crime Netflix Movie Dark Horizon 92 is a crime movie on Netflix, featuring intense storytelling and engaging characters.","Dark Horizon 92 is a crime movie on Netflix, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C102172,Shadow Realm 2172,Movie,Fantasy,Prime Video,India,Korean,2018,111,7.8,147540,7.77,272.95,1146.39,957.37,"Fantasy,Prime Video,Movie,Korean","Fantasy Prime Video Movie Shadow Realm 2172 is a fantasy movie on Prime Video, featuring intense storytelling and engaging characters.","Shadow Realm 2172 is a fantasy movie on Prime Video, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C101269,Cyber Night 1269,Series,Drama,Hotstar,South Korea,Spanish,2020,1763,6.4,173502,6.42,5098.07,1113.88,955.2,"Drama,Hotstar,Series,Spanish","Drama Hotstar Series Cyber Night 1269 is a drama series on Hotstar, featuring intense storytelling and engaging characters.","Cyber Night 1269 is a drama series on Hotstar, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C100761,Neon Streets 761,Series,Sci-Fi,Netflix,UK,Spanish,2018,936,8.3,136680,8.25,2132.21,1127.61,954.4,"Sci-Fi,Netflix,Series,Spanish","Sci-Fi Netflix Series Neon Streets 761 is a sci-fi series on Netflix, featuring intense storytelling and engaging characters.","Neon Streets 761 is a sci-fi series on Netflix, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C101605,Echoes of Time 1605,Series,Sci-Fi,Hotstar,South Korea,Spanish,2015,896,8.7,102214,8.62,1526.4,881.08,951.1,"Sci-Fi,Hotstar,Series,Spanish","Sci-Fi Hotstar Series Echoes of Time 1605 is a sci-fi series on Hotstar, featuring intense storytelling and engaging characters.","Echoes of Time 1605 is a sci-fi series on Hotstar, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C100792,Shadow Realm 792,Movie,Comedy,Hotstar,Spain,English,2019,142,5.6,157097,5.64,371.8,886.03,950.83,"Comedy,Hotstar,Movie,English","Comedy Hotstar Movie Shadow Realm 792 is a comedy movie on Hotstar, featuring intense storytelling and engaging characters.","Shadow Realm 792 is a comedy movie on Hotstar, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C100536,Silent Code 536,Series,Comedy,Netflix,India,Spanish,2017,1672,7.1,141861,7.1,3953.19,1007.21,950.19,"Comedy,Netflix,Series,Spanish","Comedy Netflix Series Silent Code 536 is a comedy series on Netflix, featuring intense storytelling and engaging characters.","Silent Code 536 is a comedy series on Netflix, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C101331,Shadow Realm 1331,Movie,Drama,Prime Video,Germany,English,2023,108,8.4,112863,8.34,203.15,941.28,948.86,"Drama,Prime Video,Movie,English","Drama Prime Video Movie Shadow Realm 1331 is a drama movie on Prime Video, featuring intense storytelling and engaging characters.","Shadow Realm 1331 is a drama movie on Prime Video, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C100057,Echoes of Time 57,Series,Thriller,Netflix,South Korea,Hindi,2024,896,9.4,120378,9.3,1797.64,1119.52,945.38,"Thriller,Netflix,Series,Hindi","Thriller Netflix Series Echoes of Time 57 is a thriller series on Netflix, featuring intense storytelling and engaging characters.","Echoes of Time 57 is a thriller series on Netflix, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
